step,pElo,nll
13104,575.757,15.35745
13130,598.111,7.40218
13151,635.438,8.43365
13177,624.833,10.28471
13202,606.123,8.46218
13228,594.868,10.35641
13255,593.238,12.52757
13276,643.626,12.6494
13302,609.291,9.65467
13328,585.829,9.25397
13354,592.421,9.16546
13375,601.332,10.75491
13401,634.688,10.31108
13427,560.194,9.01107
13454,565.445,7.00317
13475,591.602,8.48329
13502,574.056,13.2342
13529,626.361,10.3483
13550,630.919,9.98372
13577,643.626,8.73021
13604,650.966,7.7379
13625,594.054,8.82041
13652,594.868,8.04154
13679,650.966,8.88735
13700,653.876,8.99855
13727,574.907,8.05402
13754,658.213,8.43071
13775,609.291,7.71636
13802,595.681,9.72463
13828,579.982,6.36071
13855,563.702,15.41219
13877,558.428,15.23056
13903,562.828,11.09185
13930,595.681,6.92983
13951,675.252,8.55095
13978,620.22,10.48964
14005,704.689,9.62218
14026,570.632,8.62486
14053,566.314,10.52346
14079,532.858,10.60134
14104,509.482,8.31811
14126,541.26,9.97898
14152,485.534,9.67093
14179,482.282,8.5898
14200,415.733,6.96686
14227,476.788,8.62828
14253,544.936,7.1618
14280,579.982,9.40643
14301,593.238,10.05621
14328,576.605,9.13911
14355,658.933,9.5817
14376,613.222,9.83697
14403,658.933,9.42859
14429,687.734,9.69777
14450,563.702,11.74535
14477,599.725,7.76159
14504,545.85,10.85605
14530,476.788,9.79405
14551,564.575,10.36845
14578,568.91,8.86748
14604,640.663,9.72704
14625,630.919,10.09425
14652,667.502,9.56803
14678,507.464,10.01568
14705,506.451,9.50397
14726,584.167,10.64766
14753,544.936,13.47836
14779,536.615,13.39679
14801,569.772,13.16591
14827,554.874,11.44676
14854,529.063,8.68731
14875,563.702,11.46048
14902,546.762,10.61604
14928,592.421,7.97969
14955,521.356,12.76735
14976,696.603,8.8993
15003,612.438,9.21824
15029,559.312,6.80502
15050,500.309,10.44716
15077,398.954,7.86067
15103,491.945,9.82555
15130,507.464,14.29103
15151,510.487,9.57969
15178,503.394,7.83841
15204,451.427,6.60523
15226,471.2,5.85507
15252,382.608,9.59432
15279,418.434,10.48
15305,503.394,13.76808
15326,459.721,8.64244
15353,471.2,8.6213
15379,579.982,7.63504
15401,551.289,11.53891
15427,524.265,7.2173
15454,556.655,7.14637
15480,563.702,8.16479
15501,498.237,13.90817
15528,529.063,10.04306
15555,633.936,8.20789
15576,571.491,5.90539
15602,558.428,6.62835
15629,637.683,7.33153
15655,566.314,7.82694
15677,606.123,8.03525
15703,592.421,6.85857
15730,616.344,7.85668
15751,613.222,7.85603
15777,594.054,8.19964
15804,554.874,6.57972
15825,561.952,7.16137
15852,550.388,8.67793
15878,578.297,9.56278
15905,574.907,11.879
15926,561.952,15.54565
15953,556.655,15.13561
15979,457.374,8.432
16000,522.328,10.70342
16027,639.175,9.02657
16053,624.067,7.55829
16080,591.602,7.35772
16101,702.004,8.80837
16128,613.222,7.43003
16155,632.43,8.26353
16176,609.291,7.45361
16203,534.741,13.05287
16229,551.289,10.30009
16251,553.981,10.05823
16277,549.484,15.05715
16304,581.66,7.34001
16330,598.919,8.37842
16352,610.867,7.92741
16378,621.762,7.7503
16405,544.936,11.1501
16429,557.543,9.38805
16451,518.424,13.77822
16477,462.051,11.74502
16504,628.645,9.95105
16530,550.388,8.2278
16551,527.151,13.42344
16578,582.497,6.87958
16605,674.552,7.86159
16626,661.086,8.24485
16652,660.369,8.02259
16679,537.548,6.32608
16701,615.566,5.70095
16727,526.192,7.69485
16754,528.108,6.3359
16775,515.468,8.62011
16802,511.489,12.44891
16828,475.678,7.53865
16855,560.194,9.74282
16876,587.486,10.83975
16903,526.192,6.53648
16929,434.124,11.20362
16951,464.363,9.04855
16978,505.435,13.60071
17004,624.067,10.00127
17026,524.265,12.68582
17052,522.328,14.63739
17079,530.965,10.1567
17100,620.992,11.38904
17127,499.275,9.94492
17153,435.394,10.40471
17180,508.475,7.93815
17201,533.8,10.04847
17228,549.484,13.44175
17254,539.408,13.16791
17276,589.137,8.85748
17302,614.005,9.7392
17329,514.477,12.54627
17350,563.702,10.21735
17377,514.477,8.95164
17403,524.265,12.2672
17430,511.489,9.29946
17451,596.493,9.40399
17478,603.734,8.43329
17505,606.123,7.80856
17526,526.192,11.58812
17553,594.054,8.7784
17579,640.663,9.9152
17600,579.14,8.37523
17627,520.381,11.27146
17653,539.408,13.77763
17680,610.08,6.16708
17701,536.615,10.0901
17728,537.548,14.7256
17754,510.487,6.75294
17776,530.015,11.35671
17802,551.289,12.22109
17829,561.952,6.5709
17850,663.946,9.94947
17877,546.762,13.8234
17903,547.671,14.79681
17930,537.548,9.35071
17951,636.936,8.06434
17978,589.96,8.77137
18004,571.491,7.4666
18026,584.167,6.87554
18053,620.992,6.24835
18079,629.404,9.16679
18101,523.298,6.58773
18127,612.438,8.88996
18154,553.981,15.39487
18175,551.289,15.1281
18202,569.772,8.55019
18228,601.332,8.18769
18255,644.364,8.00392
18276,555.766,5.77085
18303,620.22,9.68504
18330,665.371,9.09502
18351,565.445,9.01008
18377,576.605,6.31635
18404,530.965,8.98839
18425,530.965,10.17104
18452,629.404,10.69282
18479,682.216,9.32457
18505,540.335,7.82508
18526,511.489,9.40107
18553,528.108,10.91138
18579,532.858,13.03765
18601,629.404,9.26174
18627,503.394,7.37736
18653,617.122,8.22583
18680,518.424,9.68626
18701,645.838,11.00223
18728,538.479,11.11051
18753,583.333,12.43887
18779,580.822,10.59878
18801,521.356,13.64007
18828,529.063,11.50073
18854,644.364,11.0808
18876,564.575,15.03357
18902,628.645,6.28581
18928,525.23,6.98085
18955,678.047,9.16398
18976,604.532,7.83992
19003,555.766,9.64461
19029,515.468,6.23403
19050,675.952,9.52077
19077,632.43,12.28506
19103,595.681,10.89833
19130,610.08,6.62267
19151,546.762,6.45287
19178,628.645,10.67806
19204,612.438,11.67331
19230,512.488,12.97017
19251,482.282,8.6721
19277,521.356,8.9561
19304,528.108,10.89382
19330,606.917,8.50466
19351,624.833,12.21766
19378,643.626,8.58688
19404,583.333,10.42279
19425,642.887,12.33592
19451,599.725,13.03213
19478,564.575,14.40634
19504,646.574,11.53609
19525,600.529,10.37985
19552,532.858,12.44264
19578,645.102,10.82774
19605,627.885,12.5134
19626,666.792,10.27115
19652,653.876,11.08138
19679,639.92,13.46155
19705,655.325,12.43902
19726,621.762,13.61385
19753,529.063,13.53957
19779,626.361,13.78464
19801,662.518,11.4108
19827,647.308,13.1982
19853,588.312,8.78143
19880,601.332,13.44352
19901,659.651,10.72796
19927,491.945,13.31072
19953,615.566,14.0582
19980,528.108,15.0106
20001,604.532,11.47331
20028,512.488,13.04269
20054,536.615,13.12995
20076,543.102,15.29803
20102,526.192,13.57435
20129,624.067,13.49111
20150,563.702,13.96632
20177,550.388,11.21579
20203,572.347,5.37961
20230,604.532,7.18279
20251,592.421,12.93693
20277,575.757,7.05383
20304,557.543,11.98922
20330,551.289,9.53053
20351,576.605,9.04843
20377,582.497,8.06481
20403,590.782,12.10904
20429,573.202,15.04043
20451,546.762,12.36162
20477,578.297,7.75129
20504,545.85,6.8947
20530,505.435,7.66286
20551,549.484,10.59462
20578,595.681,11.76118
20604,565.445,8.41182
20625,546.762,12.83863
20652,579.14,14.77997
20678,562.828,10.28691
20705,575.757,15.10371
20726,620.992,8.01052
20753,579.982,5.88217
20779,540.335,11.22003
20800,574.056,14.97087
20827,639.175,10.19842
20854,630.919,9.31679
20880,496.153,12.25438
20901,553.086,14.51742
20928,541.26,12.61699
20954,598.111,12.59807
20976,548.579,13.82513
21002,555.766,9.71809
21029,542.182,9.24294
21055,535.679,7.3434
21076,585.829,9.50057
21102,529.063,5.75298
21129,559.312,12.98785
21150,594.868,11.32997
21177,471.2,12.50849
21203,596.493,11.7312
21230,583.333,12.38587
21251,517.441,14.95853
21278,525.23,14.76638
21304,513.484,13.75523
21326,460.888,11.04134
21352,610.08,9.15509
21379,596.493,14.10353
