step,pElo,nll
27026,657.492,3.70389
27051,658.933,3.6536
27076,648.042,3.66176
27101,638.43,3.80334
27126,639.175,3.79526
27151,620.22,3.86254
27176,630.162,3.83574
27201,625.597,3.84903
27226,637.683,3.86083
27251,636.936,3.85765
27276,636.936,3.84417
27301,630.919,3.86529
27326,624.067,3.83973
27351,633.936,3.76881
27376,643.626,3.74152
27400,650.236,3.68001
27425,630.919,3.70532
27450,650.236,3.76737
27477,644.364,3.74348
27502,632.43,3.76075
27527,632.43,3.75745
27550,622.532,3.78601
27577,630.919,3.75934
27600,627.885,3.76147
27625,650.236,3.69159
27650,639.175,3.82836
27675,649.506,3.78621
27702,637.683,3.76937
27727,643.626,3.82985
27751,654.601,3.91874
27775,639.92,3.90898
27800,650.966,3.86399
27825,648.774,3.86597
27850,637.683,3.89015
27875,640.663,3.80252
27902,642.146,3.7847
27925,649.506,3.74402
27952,639.92,3.77883
27977,650.966,3.74553
28002,640.663,3.72444
28026,636.188,3.78179
28051,643.626,3.81885
28076,655.325,3.75754
28101,652.423,3.73779
28126,650.966,3.73638
28151,645.102,3.73588
28176,650.966,3.73749
28200,639.175,3.74886
28226,642.887,3.75926
28250,631.675,3.80664
28275,636.936,3.76114
28300,634.688,3.75684
28327,635.438,3.73565
28350,637.683,3.72077
28375,646.574,3.73466
28400,645.838,3.74294
28427,642.887,3.75865
28450,638.43,3.76661
28477,653.15,3.68059
28502,645.102,3.76063
28527,657.492,3.73661
28552,662.518,3.73279
28576,641.405,3.76128
28601,650.236,3.75993
28626,646.574,3.74573
28651,639.175,3.75758
28676,645.102,3.72764
28701,647.308,3.72114
28726,633.183,3.76118
28751,639.175,3.74778
28776,637.683,3.75057
28801,631.675,3.7624
28826,635.438,3.77556
28851,638.43,3.77967
28876,642.887,3.78232
28901,642.887,3.74205
28926,639.175,3.76164
28951,644.364,3.75055
28976,641.405,3.74204
29001,634.688,3.79826
29026,635.438,3.76236
