step,pElo,nll
212851,797.639,3.28439
212879,824.992,3.24923
212902,778.814,3.29397
212926,829.686,3.22271
212954,817.326,3.28463
212979,833.779,3.25372
213004,806.63,3.26417
213028,816.143,3.25035
213051,781.874,3.3026
213078,810.802,3.23599
213101,826.755,3.2199
213127,822.05,3.20677
213151,811.396,3.20831
213178,810.207,3.24416
213201,783.095,3.25195
213228,803.641,3.24785
213252,794.625,3.27361
213276,796.435,3.24134
213303,802.443,3.26486
213326,797.639,3.22183
213353,790.998,3.26639
213378,796.435,3.27958
213402,833.779,3.20386
213428,801.844,3.26202
213451,819.1,3.2544
213478,792.208,3.25157
213503,817.326,3.24769
213527,800.644,3.26517
213553,816.735,3.24456
213577,826.755,3.19602
213602,809.611,3.22439
213629,827.341,3.22164
213652,825.58,3.22323
213676,814.365,3.20334
213701,824.404,3.23202
213728,844.825,3.18122
213751,845.404,3.18075
213776,839.023,3.18576
213802,847.717,3.19384
213829,801.844,3.25741
213851,814.958,3.24998
213878,815.551,3.22775
213901,802.443,3.21768
213926,825.58,3.20868
213953,820.281,3.21773
213977,826.167,3.23757
214001,814.365,3.24265
214028,814.365,3.24742
214051,814.958,3.22399
214078,802.443,3.2418
214102,825.58,3.22879
214126,812.585,3.22964
214151,800.644,3.22569
214178,822.639,3.20037
214203,803.641,3.23831
214226,800.044,3.2238
214253,791.603,3.26615
214277,829.1,3.20593
214302,816.735,3.25231
214328,791.603,3.25794
214353,803.042,3.26064
214378,822.639,3.22926
214401,834.363,3.21087
214426,807.823,3.21851
214452,820.281,3.23592
214479,795.832,3.26253
214502,817.918,3.24481
214527,826.167,3.20192
214551,808.42,3.23586
214578,819.69,3.23247
214601,787.358,3.24126
214628,797.639,3.26127
214653,819.1,3.23601
214677,822.639,3.20977
214702,817.326,3.24703
214726,794.625,3.24898
214750,826.167,3.21631
214777,811.396,3.25548
214802,806.63,3.24391
214828,815.551,3.2393
214852,806.033,3.25584
214875,823.816,3.24098
214903,819.1,3.23785
214927,803.641,3.24178
214951,795.229,3.24101
214978,793.418,3.27766
215003,817.918,3.2439
215028,782.484,3.2707
215053,819.1,3.21225
215076,820.871,3.22307
215102,794.022,3.235
215127,841.347,3.20868
215150,822.05,3.23023
215176,822.639,3.26233
215201,822.639,3.24068
215228,795.229,3.23011
215251,808.42,3.23121
215275,783.095,3.24803
215302,808.42,3.21974
215326,828.514,3.22641
215351,845.982,3.20382
215377,794.022,3.25752
215402,819.1,3.24393
215426,816.143,3.23392
215453,830.857,3.22515
215477,837.277,3.21676
215504,821.46,3.2207
215528,798.842,3.27196
215551,810.802,3.2205
215577,834.363,3.17905
215601,811.991,3.23144
215626,811.991,3.21351
215653,817.918,3.2681
215677,835.529,3.22118
215701,838.441,3.22143
215728,837.277,3.21948
215753,811.396,3.25342
215778,805.435,3.25551
215803,797.639,3.24379
215827,847.139,3.22099
215853,804.838,3.29276
215877,822.639,3.21433
215902,821.46,3.21584
215926,819.69,3.23323
215952,797.639,3.26275
215977,823.227,3.22691
216003,798.241,3.25874
216028,803.641,3.27403
216052,792.208,3.26424
216078,798.842,3.26147
216103,793.418,3.2603
216127,790.392,3.31067
216151,785.533,3.27547
216177,790.392,3.25051
216201,811.991,3.25195
216225,801.244,3.25092
216252,831.442,3.22025
216277,814.365,3.22991
216300,819.1,3.21703
216327,824.992,3.22532
216351,848.294,3.21407
216377,822.639,3.26195
216403,813.772,3.25131
216426,822.05,3.24388
216450,791.603,3.27351
216476,816.143,3.26747
216502,811.396,3.25415
216529,802.443,3.26803
216554,809.611,3.24232
216577,819.69,3.26628
216603,827.928,3.26826
216626,823.816,3.21129
216651,845.982,3.18078
216676,819.1,3.20183
216702,789.179,3.26301
216727,821.46,3.23686
216752,794.625,3.27603
216778,797.639,3.27527
216802,804.838,3.23072
216827,820.281,3.22957
216853,838.441,3.21005
216880,794.022,3.23386
216902,806.033,3.2241
216928,817.918,3.19454
216953,827.928,3.2042
216979,844.246,3.20871
217002,823.816,3.22923
217027,794.625,3.26254
217053,810.207,3.24528
217078,794.625,3.29005
217102,792.813,3.31637
217126,802.443,3.26116
217153,786.75,3.28426
217178,774.514,3.31637
217202,793.418,3.27534
217227,792.208,3.26822
217252,790.998,3.31246
217279,802.443,3.28671
217303,795.832,3.27616
217328,790.392,3.34455
217352,819.1,3.23381
217377,807.823,3.23993
217404,829.686,3.24149
217427,826.755,3.24664
217453,816.143,3.26281
217476,812.585,3.28168
217502,812.585,3.23243
217525,828.514,3.24445
217553,814.958,3.27796
217576,827.341,3.26871
217600,833.195,3.19983
217628,804.24,3.26553
217651,833.779,3.2527
217678,795.832,3.2504
217703,812.585,3.22169
217729,804.24,3.21745
217752,804.24,3.2582
217776,828.514,3.19926
217801,800.044,3.29975
217825,816.143,3.25184
217851,806.033,3.2814
217876,792.208,3.30046
217904,787.965,3.2787
217929,814.365,3.31298
217951,823.227,3.25162
217977,807.227,3.30916
218002,806.033,3.24749
218026,814.958,3.22629
218052,809.016,3.2534
218076,789.179,3.29294
218102,822.639,3.25293
218126,810.802,3.24696
218153,813.178,3.23821
218176,810.802,3.24963
218203,807.227,3.28299
218225,811.396,3.22528
218252,815.551,3.20696
218278,820.281,3.24769
218301,816.143,3.21689
218328,807.823,3.2561
218354,814.365,3.24495
218378,797.037,3.27845
218404,821.46,3.23428
218427,803.641,3.27747
218453,803.042,3.27017
218478,803.641,3.25733
218502,824.992,3.22757
218525,819.1,3.22192
218551,825.58,3.26108
218578,804.838,3.28024
218602,790.998,3.25235
218625,827.341,3.24753
218651,827.341,3.23881
218677,815.551,3.23995
218702,808.42,3.24271
218728,822.05,3.27454
218751,839.604,3.22578
218776,787.965,3.27782
